customer_id,last_purchase,first_purchase,frequency,monetary,recency_days,tenure_days,avg_gap_days,expected_gap,overdue_ratio,R,F,M,rfm_score,avg_order_value,segment
C01917,2026-03-28,2024-04-20,27,53842.56,3,710,27.307692307692307,27.307692307692307,0.11,5,5,2,12,1994.17,Steady middle - hold
C01075,2026-03-02,2024-04-11,22,53833.68,29,719,34.23809523809524,34.23809523809524,0.85,3,3,2,8,2446.99,Steady middle - hold
C00935,2026-03-29,2024-05-01,24,53781.53,2,699,30.391304347826086,30.391304347826086,0.07,5,4,2,11,2240.9,Steady middle - hold
C01806,2025-10-30,2024-04-02,19,53748.79,152,728,40.44444444444444,40.44444444444444,3.76,1,2,2,5,2828.88,Dormant low value - do not spend
C01647,2026-02-09,2024-04-19,15,53726.96,50,711,50.785714285714285,50.785714285714285,0.98,2,1,2,5,3581.8,Dormant low value - do not spend
C01028,2026-01-28,2024-04-22,15,53690.490000000005,62,708,50.57142857142857,50.57142857142857,1.23,1,1,2,4,3579.37,Dormant low value - do not spend
C00964,2026-02-25,2024-04-23,18,53635.25,34,707,41.588235294117645,41.588235294117645,0.82,2,2,2,6,2979.74,Dormant low value - do not spend
C01245,2026-01-18,2024-06-07,18,53604.81,72,662,38.94117647058823,38.94117647058823,1.85,1,2,2,5,2978.04,Dormant low value - do not spend
C01452,2026-03-21,2024-04-25,14,53541.770000000004,10,705,54.23076923076923,54.23076923076923,0.18,4,1,2,7,3824.41,New - convert to second purchase
C01589,2026-03-21,2024-04-03,21,53486.479999999996,10,727,36.35,36.35,0.28,4,3,2,9,2546.98,Steady middle - hold
C00484,2026-03-28,2024-04-01,17,53478.200000000004,3,729,45.5625,45.5625,0.07,5,1,2,8,3145.78,New - convert to second purchase
C02567,2026-03-29,2024-05-08,22,53458.27,2,692,32.95238095238095,32.95238095238095,0.06,5,4,2,11,2429.92,Steady middle - hold
C01306,2026-02-12,2024-04-14,21,53372.44,47,716,35.8,35.8,1.31,2,3,2,7,2541.54,Dormant low value - do not spend
C01148,2026-03-14,2024-08-25,17,53357.52,17,583,36.4375,36.4375,0.47,3,1,2,6,3138.68,Steady middle - hold
C01338,2026-03-07,2024-04-02,15,53356.479999999996,24,728,52.0,52.0,0.46,3,1,2,6,3557.1,Steady middle - hold
C00834,2026-01-11,2024-04-26,23,53284.36,79,704,32.0,32.0,2.47,1,4,2,7,2316.71,Loyal but slipping - reactivate
C01987,2026-01-30,2024-04-11,21,53260.07,60,719,35.95,35.95,1.67,1,3,2,6,2536.19,Dormant low value - do not spend
C01628,2026-01-31,2024-06-26,16,53254.07,59,643,42.86666666666667,42.86666666666667,1.38,1,1,2,4,3328.38,Dormant low value - do not spend
C00339,2026-02-04,2024-04-20,20,53188.5,55,710,37.36842105263158,37.36842105263158,1.47,2,2,2,6,2659.42,Dormant low value - do not spend
C00898,2026-01-14,2024-04-28,18,53127.61,76,702,41.294117647058826,41.294117647058826,1.84,1,2,2,5,2951.53,Dormant low value - do not spend
C01672,2026-03-31,2024-04-08,22,53118.24,0,722,34.38095238095238,34.38095238095238,0.0,5,3,2,10,2414.47,Steady middle - hold
C01498,2026-01-13,2024-04-04,16,53111.92,77,726,48.4,48.4,1.59,1,1,2,4,3319.5,Dormant low value - do not spend
C00565,2026-03-20,2024-05-15,19,53044.59,11,685,38.05555555555556,38.05555555555556,0.29,4,2,2,8,2791.82,New - convert to second purchase
C01551,2026-03-29,2024-05-04,20,53038.01,2,696,36.63157894736842,36.63157894736842,0.05,5,2,2,9,2651.9,New - convert to second purchase
C00818,2026-03-02,2024-05-26,26,53017.63,29,674,26.96,26.96,1.08,3,5,2,10,2039.14,Steady middle - hold
C00018,2026-03-03,2024-06-14,20,52999.43,28,655,34.473684210526315,34.473684210526315,0.81,3,2,2,7,2649.97,Steady middle - hold
C02070,2025-12-25,2024-04-23,18,52965.75,96,707,41.588235294117645,41.588235294117645,2.31,1,2,2,5,2942.54,Dormant low value - do not spend
C00027,2026-03-14,2024-05-13,18,52961.380000000005,17,687,40.411764705882355,40.411764705882355,0.42,3,1,2,6,2942.3,Steady middle - hold
C00949,2026-03-23,2024-05-13,23,52958.7,8,687,31.227272727272727,31.227272727272727,0.26,4,4,2,10,2302.55,Steady middle - hold
C00305,2026-01-30,2024-04-19,21,52956.96,60,711,35.55,35.55,1.69,1,3,2,6,2521.76,Dormant low value - do not spend
C01055,2026-03-04,2024-04-29,16,52902.05,27,701,46.733333333333334,46.733333333333334,0.58,3,1,2,6,3306.38,Steady middle - hold
C00725,2026-03-21,2024-04-18,20,52897.93,10,712,37.473684210526315,37.473684210526315,0.27,4,2,2,8,2644.9,New - convert to second purchase
C01659,2026-03-14,2024-04-26,22,52892.369999999995,17,704,33.523809523809526,33.523809523809526,0.51,3,3,2,8,2404.2,Steady middle - hold
C00141,2026-01-16,2024-04-13,16,52883.159999999996,74,717,47.8,47.8,1.55,1,1,2,4,3305.2,Dormant low value - do not spend
C01510,2026-03-16,2024-05-02,18,52853.07,15,698,41.05882352941177,41.05882352941177,0.37,4,2,2,8,2936.28,New - convert to second purchase
C01364,2026-03-17,2024-04-25,24,52839.35,14,705,30.652173913043477,30.652173913043477,0.46,4,4,2,10,2201.64,Steady middle - hold
C01662,2026-03-28,2024-04-06,16,52828.89,3,724,48.266666666666666,48.266666666666666,0.06,5,1,2,8,3301.81,New - convert to second purchase
C00031,2026-03-28,2024-04-26,18,52811.75,3,704,41.411764705882355,41.411764705882355,0.07,5,1,2,8,2933.99,New - convert to second purchase
C01282,2026-03-06,2024-04-22,29,52794.53,25,708,25.285714285714285,25.285714285714285,0.99,3,5,2,10,1820.5,Steady middle - hold
C00253,2026-03-10,2024-04-21,20,52726.8,21,709,37.31578947368421,37.31578947368421,0.56,3,2,2,7,2636.34,Steady middle - hold
C01557,2026-02-21,2024-04-21,18,52725.799999999996,38,709,41.705882352941174,41.705882352941174,0.91,2,2,2,6,2929.21,Dormant low value - do not spend
C01279,2026-03-12,2024-04-17,24,52715.29,19,713,31.0,31.0,0.61,3,4,2,9,2196.47,Steady middle - hold
C01073,2026-01-12,2024-04-12,12,52707.66,78,718,65.27272727272727,65.27272727272727,1.19,1,1,2,4,4392.3,Dormant low value - do not spend
C02176,2026-02-14,2024-04-10,15,52706.62,45,720,51.42857142857143,51.42857142857143,0.88,2,1,2,5,3513.77,Dormant low value - do not spend
C00273,2026-02-28,2024-04-08,14,52706.35,31,722,55.53846153846154,55.53846153846154,0.56,2,1,2,5,3764.74,Dormant low value - do not spend
C00413,2026-03-03,2024-04-14,18,52689.92,28,716,42.11764705882353,42.11764705882353,0.66,3,2,2,7,2927.22,Steady middle - hold
C01601,2026-03-11,2024-04-22,14,52649.53,20,708,54.46153846153846,54.46153846153846,0.37,3,1,2,6,3760.68,Steady middle - hold
C00538,2026-03-15,2024-04-05,19,52637.06,16,725,40.27777777777778,40.27777777777778,0.4,4,2,2,8,2770.37,New - convert to second purchase
C00227,2026-03-28,2024-05-30,20,52610.229999999996,3,670,35.26315789473684,35.26315789473684,0.09,5,2,2,9,2630.51,New - convert to second purchase
C01290,2026-03-29,2024-06-09,24,52599.03,2,660,28.695652173913043,28.695652173913043,0.07,5,4,2,11,2191.63,Steady middle - hold
C02084,2025-12-26,2024-04-23,23,52589.69,95,707,32.13636363636363,32.13636363636363,2.96,1,4,2,7,2286.51,Loyal but slipping - reactivate
C00726,2026-01-29,2024-04-25,15,52559.44,61,705,50.357142857142854,50.357142857142854,1.21,1,1,2,4,3503.96,Dormant low value - do not spend
C01275,2026-03-15,2024-04-28,21,52555.26,16,702,35.1,35.1,0.46,4,3,2,9,2502.63,Steady middle - hold
C02588,2026-03-29,2024-04-25,20,52524.92,2,705,37.10526315789474,37.10526315789474,0.05,5,3,2,10,2626.25,Steady middle - hold
C01093,2026-01-22,2024-04-25,17,52498.770000000004,68,705,44.0625,44.0625,1.54,1,1,2,4,3088.16,Dormant low value - do not spend
C00569,2026-03-28,2024-04-08,26,52474.42,3,722,28.88,28.88,0.1,5,5,2,12,2018.25,Steady middle - hold
C02257,2026-03-17,2024-06-18,20,52473.020000000004,14,651,34.26315789473684,34.26315789473684,0.41,4,3,2,9,2623.65,Steady middle - hold
C01089,2026-03-19,2024-04-09,17,52367.91,12,721,45.0625,45.0625,0.27,4,1,2,7,3080.47,New - convert to second purchase
C00306,2026-03-19,2024-04-08,11,52363.41,12,722,72.2,72.2,0.17,4,1,2,7,4760.31,New - convert to second purchase
C00609,2026-03-19,2024-06-22,21,52361.68,12,647,32.35,32.35,0.37,4,3,2,9,2493.41,Steady middle - hold
C01809,2026-03-05,2024-04-16,20,52349.36,26,714,37.578947368421055,37.578947368421055,0.69,3,3,2,8,2617.47,Steady middle - hold
C02025,2026-03-19,2024-05-10,15,52324.18,12,690,49.285714285714285,49.285714285714285,0.24,4,1,2,7,3488.28,New - convert to second purchase
C00439,2026-03-31,2024-04-24,18,52318.32,0,706,41.529411764705884,41.529411764705884,0.0,5,2,2,9,2906.57,New - convert to second purchase
C00213,2026-03-22,2024-05-09,18,52284.34,9,691,40.64705882352941,40.64705882352941,0.22,4,1,2,7,2904.69,New - convert to second purchase
C01644,2026-01-20,2024-06-17,20,52280.729999999996,70,652,34.31578947368421,34.31578947368421,2.04,1,2,2,5,2614.04,Dormant low value - do not spend
C01026,2026-03-15,2024-06-22,13,52229.15,16,647,53.916666666666664,53.916666666666664,0.3,4,1,2,7,4017.63,New - convert to second purchase
C00408,2026-03-09,2024-07-10,20,52222.92,22,629,33.10526315789474,33.10526315789474,0.66,3,2,2,7,2611.15,Steady middle - hold
C01921,2026-03-07,2024-04-04,16,52221.77,24,726,48.4,48.4,0.5,3,1,2,6,3263.86,Steady middle - hold
C00377,2026-02-26,2024-05-15,21,52214.53,33,685,34.25,34.25,0.96,2,3,2,7,2486.41,Dormant low value - do not spend
C01983,2026-03-15,2024-04-14,23,52183.84,16,716,32.54545454545455,32.54545454545455,0.49,4,4,2,10,2268.86,Steady middle - hold
C00852,2026-03-29,2024-05-24,14,52169.97,2,676,52.0,52.0,0.04,5,1,2,8,3726.43,New - convert to second purchase
C00639,2026-03-16,2024-04-10,19,52165.35,15,720,40.0,40.0,0.38,4,2,2,8,2745.54,New - convert to second purchase
C02262,2026-01-09,2024-04-21,17,52162.86,81,709,44.3125,44.3125,1.83,1,1,2,4,3068.4,Dormant low value - do not spend
C01788,2026-03-25,2024-04-26,23,52156.26,6,704,32.0,32.0,0.19,5,4,2,11,2267.66,Steady middle - hold
C01239,2025-11-15,2024-04-11,17,52149.08,136,719,44.9375,44.9375,3.03,1,1,2,4,3067.59,Dormant low value - do not spend
C00474,2026-01-16,2024-04-21,19,52126.3,74,709,39.388888888888886,39.388888888888886,1.88,1,2,2,5,2743.49,Dormant low value - do not spend
C00351,2025-12-06,2024-04-20,20,52102.76,115,710,37.36842105263158,37.36842105263158,3.08,1,2,2,5,2605.14,Dormant low value - do not spend
C00364,2026-01-18,2024-05-22,16,52074.02,72,678,45.2,45.2,1.59,1,1,2,4,3254.63,Dormant low value - do not spend
C01728,2026-02-17,2024-05-01,26,52069.64,42,699,27.96,27.96,1.5,2,5,2,9,2002.68,Loyal but slipping - reactivate
C02349,2026-02-23,2024-08-21,15,52059.69,36,587,41.92857142857143,41.92857142857143,0.86,2,1,2,5,3470.65,Dormant low value - do not spend
C00019,2026-02-26,2024-06-13,14,51984.47,33,656,50.46153846153846,50.46153846153846,0.65,2,1,2,5,3713.18,Dormant low value - do not spend
C00363,2026-03-01,2024-07-31,21,51975.61,30,608,30.4,30.4,0.99,3,3,2,8,2475.03,Steady middle - hold
C01834,2026-02-11,2024-04-30,21,51923.22,48,700,35.0,35.0,1.37,2,3,2,7,2472.53,Dormant low value - do not spend
C02041,2026-03-28,2024-05-02,17,51889.76,3,698,43.625,43.625,0.07,5,1,2,8,3052.34,New - convert to second purchase
C00557,2026-03-13,2024-04-07,23,51707.44,18,723,32.86363636363637,32.86363636363637,0.55,3,4,2,9,2248.15,Steady middle - hold
C01755,2026-01-28,2024-04-22,20,51703.64,62,708,37.26315789473684,37.26315789473684,1.66,1,3,2,6,2585.18,Dormant low value - do not spend
C02047,2026-03-25,2024-07-06,21,51620.52,6,633,31.65,31.65,0.19,5,3,2,10,2458.12,Steady middle - hold
C01388,2026-03-15,2024-05-04,19,51597.61,16,696,38.666666666666664,38.666666666666664,0.41,4,2,2,8,2715.66,New - convert to second purchase
C02030,2026-02-27,2024-05-25,23,51558.74,32,675,30.681818181818183,30.681818181818183,1.04,2,4,2,8,2241.68,Loyal but slipping - reactivate
C01804,2026-01-21,2024-04-05,22,51549.26,69,725,34.523809523809526,34.523809523809526,2.0,1,3,2,6,2343.15,Dormant low value - do not spend
C01869,2026-03-18,2024-04-15,20,51451.090000000004,13,715,37.63157894736842,37.63157894736842,0.35,4,3,2,9,2572.55,Steady middle - hold
C01277,2025-11-09,2024-04-25,18,51418.39,142,705,41.470588235294116,41.470588235294116,3.42,1,2,2,5,2856.58,Dormant low value - do not spend
C02428,2026-02-08,2024-05-19,20,51411.149999999994,51,681,35.8421052631579,35.8421052631579,1.42,2,3,2,7,2570.56,Dormant low value - do not spend
C00550,2026-02-21,2024-05-18,16,51409.270000000004,38,682,45.46666666666667,45.46666666666667,0.84,2,1,2,5,3213.08,Dormant low value - do not spend
C01010,2026-03-26,2024-06-23,14,51385.59,5,646,49.69230769230769,49.69230769230769,0.1,5,1,2,8,3670.4,New - convert to second purchase
C02506,2026-02-04,2024-04-03,15,51374.63,55,727,51.92857142857143,51.92857142857143,1.06,2,1,2,5,3424.98,Dormant low value - do not spend
C00055,2026-03-11,2024-05-20,17,51316.53,20,680,42.5,42.5,0.47,3,1,2,6,3018.62,Steady middle - hold
C02076,2026-03-25,2024-04-17,19,51304.43,6,713,39.611111111111114,39.611111111111114,0.15,5,2,2,9,2700.23,New - convert to second purchase
C00040,2025-12-24,2024-08-11,17,51253.46,97,597,37.3125,37.3125,2.6,1,1,2,4,3014.91,Dormant low value - do not spend
C00032,2026-02-09,2024-04-19,28,51104.02,50,711,26.333333333333332,26.333333333333332,1.9,2,5,2,9,1825.14,Loyal but slipping - reactivate
C02088,2026-03-20,2024-09-20,18,51087.03,11,557,32.76470588235294,32.76470588235294,0.34,4,2,2,8,2838.17,New - convert to second purchase
C01863,2026-03-18,2024-04-20,25,51084.39,13,710,29.583333333333332,29.583333333333332,0.44,4,5,2,11,2043.38,Steady middle - hold
C01766,2025-12-10,2024-05-18,19,51046.33,111,682,37.888888888888886,37.888888888888886,2.93,1,2,2,5,2686.65,Dormant low value - do not spend
C02121,2026-02-08,2024-04-20,14,51026.44,51,710,54.61538461538461,54.61538461538461,0.93,2,1,2,5,3644.75,Dormant low value - do not spend
C02130,2026-03-11,2024-04-02,21,50995.130000000005,20,728,36.4,36.4,0.55,3,3,2,8,2428.34,Steady middle - hold
C02440,2026-03-12,2024-05-18,16,50985.58,19,682,45.46666666666667,45.46666666666667,0.42,3,1,2,6,3186.6,Steady middle - hold
C02579,2026-03-27,2024-09-05,17,50969.18,4,572,35.75,35.75,0.11,5,1,2,8,2998.19,New - convert to second purchase
C02095,2026-01-31,2024-04-23,21,50907.240000000005,59,707,35.35,35.35,1.67,1,3,2,6,2424.15,Dormant low value - do not spend
C02016,2026-01-11,2024-04-13,19,50904.46,79,717,39.833333333333336,39.833333333333336,1.98,1,2,2,5,2679.18,Dormant low value - do not spend
C02414,2026-02-09,2024-04-11,17,50894.96000000001,50,719,44.9375,44.9375,1.11,2,1,2,5,2993.82,Dormant low value - do not spend
C00957,2026-03-25,2024-05-05,18,50870.229999999996,6,695,40.88235294117647,40.88235294117647,0.15,5,2,2,9,2826.12,New - convert to second purchase
C01207,2026-03-31,2024-05-05,20,50830.270000000004,0,695,36.578947368421055,36.578947368421055,0.0,5,2,2,9,2541.51,New - convert to second purchase
C02022,2026-02-27,2024-04-22,25,50819.45,32,708,29.5,29.5,1.08,2,5,2,9,2032.78,Loyal but slipping - reactivate
C01377,2026-02-14,2024-05-15,20,50798.03,45,685,36.05263157894737,36.05263157894737,1.25,2,2,2,6,2539.9,Dormant low value - do not spend
C02380,2026-01-29,2024-04-19,20,50773.19,61,711,37.421052631578945,37.421052631578945,1.63,1,3,2,6,2538.66,Dormant low value - do not spend
C01808,2026-03-29,2024-05-15,19,50676.51,2,685,38.05555555555556,38.05555555555556,0.05,5,2,2,9,2667.18,New - convert to second purchase
C01704,2026-02-28,2024-04-13,17,50668.47,31,717,44.8125,44.8125,0.69,3,1,2,6,2980.5,Steady middle - hold
C00968,2025-12-15,2024-06-26,18,50610.04,106,643,37.8235294117647,37.8235294117647,2.8,1,2,2,5,2811.67,Dormant low value - do not spend
C00028,2026-03-24,2024-04-02,17,50461.72,7,728,45.5,45.5,0.15,4,1,2,7,2968.34,New - convert to second purchase
C02100,2026-03-26,2024-05-14,19,50440.35,5,686,38.111111111111114,38.111111111111114,0.13,5,2,2,9,2654.76,New - convert to second purchase
C02004,2026-01-17,2024-04-09,22,50436.46,73,721,34.333333333333336,34.333333333333336,2.13,1,4,2,7,2292.57,Loyal but slipping - reactivate
C00312,2026-02-08,2024-05-26,20,50392.92,51,674,35.473684210526315,35.473684210526315,1.44,2,2,2,6,2519.65,Dormant low value - do not spend
C02306,2026-03-25,2024-04-03,25,50377.0,6,727,30.291666666666668,30.291666666666668,0.2,5,5,2,12,2015.08,Steady middle - hold
C01528,2026-03-07,2024-05-06,19,50357.77,24,694,38.55555555555556,38.55555555555556,0.62,3,2,2,7,2650.41,Steady middle - hold
C00700,2025-12-24,2024-05-29,17,50344.86,97,671,41.9375,41.9375,2.31,1,1,2,4,2961.46,Dormant low value - do not spend
C01140,2026-02-28,2024-04-01,19,50341.76,31,729,40.5,40.5,0.77,2,2,2,6,2649.57,Dormant low value - do not spend
C01588,2026-01-31,2024-04-13,18,50237.3,59,717,42.1764705882353,42.1764705882353,1.4,1,2,2,5,2790.96,Dormant low value - do not spend
C01143,2026-03-29,2024-08-23,19,50183.18,2,585,32.5,32.5,0.06,5,2,2,9,2641.22,New - convert to second purchase
C01045,2026-03-26,2024-08-27,15,50157.520000000004,5,581,41.5,41.5,0.12,5,1,2,8,3343.83,New - convert to second purchase
C00634,2026-02-17,2024-09-15,16,50143.649999999994,42,562,37.46666666666667,37.46666666666667,1.12,2,1,2,5,3133.98,Dormant low value - do not spend
C01237,2026-03-09,2024-05-30,13,50142.16,22,670,55.833333333333336,55.833333333333336,0.39,3,1,2,6,3857.09,Steady middle - hold
C02480,2026-03-13,2024-04-24,18,50073.61,18,706,41.529411764705884,41.529411764705884,0.43,3,2,2,7,2781.87,Steady middle - hold
C02191,2026-02-21,2024-05-13,22,50054.1,38,687,32.714285714285715,32.714285714285715,1.16,2,4,2,8,2275.19,Loyal but slipping - reactivate
C01253,2026-02-04,2024-04-05,20,50049.57,55,725,38.1578947368421,38.1578947368421,1.44,2,2,2,6,2502.48,Dormant low value - do not spend
C01795,2026-03-12,2024-04-20,25,50020.79,19,710,29.583333333333332,29.583333333333332,0.64,3,5,2,10,2000.83,Steady middle - hold
C02029,2026-02-07,2024-05-02,15,50004.49,52,698,49.857142857142854,49.857142857142854,1.04,2,1,2,5,3333.63,Dormant low value - do not spend
C01915,2026-03-07,2024-04-16,21,49947.03,24,714,35.7,35.7,0.67,3,3,2,8,2378.43,Steady middle - hold
C02301,2026-03-30,2024-04-02,19,49924.72,1,728,40.44444444444444,40.44444444444444,0.02,5,2,2,9,2627.62,New - convert to second purchase
C02535,2026-02-24,2024-04-14,27,49889.229999999996,35,716,27.53846153846154,27.53846153846154,1.27,2,5,2,9,1847.75,Loyal but slipping - reactivate
C01274,2026-01-11,2024-04-11,16,49880.090000000004,79,719,47.93333333333333,47.93333333333333,1.65,1,1,2,4,3117.51,Dormant low value - do not spend
C00667,2026-03-15,2024-04-12,20,49827.66,16,718,37.78947368421053,37.78947368421053,0.42,4,2,2,8,2491.38,New - convert to second purchase
C00918,2026-03-31,2024-04-02,19,49771.74,0,728,40.44444444444444,40.44444444444444,0.0,5,2,2,9,2619.57,New - convert to second purchase
C01849,2026-03-29,2024-04-16,17,49755.78,2,714,44.625,44.625,0.04,5,1,2,8,2926.81,New - convert to second purchase
C01955,2026-02-22,2024-05-14,17,49695.97,37,686,42.875,42.875,0.86,2,1,2,5,2923.29,Dormant low value - do not spend
C01792,2026-01-11,2024-06-07,17,49577.0,79,662,41.375,41.375,1.91,1,1,2,4,2916.29,Dormant low value - do not spend
C01790,2026-03-31,2024-04-03,22,49567.159999999996,0,727,34.61904761904762,34.61904761904762,0.0,5,3,2,10,2253.05,Steady middle - hold
C01267,2026-03-27,2024-04-20,22,49556.36,4,710,33.80952380952381,33.80952380952381,0.12,5,3,2,10,2252.56,Steady middle - hold
C01152,2026-03-19,2024-04-02,26,49530.87,12,728,29.12,29.12,0.41,4,5,2,11,1905.03,Steady middle - hold
C01861,2026-03-07,2024-05-10,18,49524.31,24,690,40.588235294117645,40.588235294117645,0.59,3,2,2,7,2751.35,Steady middle - hold
C00923,2026-03-31,2024-04-19,18,49507.26,0,711,41.8235294117647,41.8235294117647,0.0,5,2,2,9,2750.4,New - convert to second purchase
C00737,2026-03-13,2024-04-06,23,49492.46,18,724,32.90909090909091,32.90909090909091,0.55,3,4,2,9,2151.85,Steady middle - hold
C01626,2026-03-13,2024-09-07,12,49488.2,18,570,51.81818181818182,51.81818181818182,0.35,3,1,2,6,4124.02,Steady middle - hold
C02044,2025-11-26,2024-05-21,12,49443.63,125,679,61.72727272727273,61.72727272727273,2.03,1,1,2,4,4120.3,Dormant low value - do not spend
C02418,2026-01-20,2024-04-09,23,49435.87,70,721,32.77272727272727,32.77272727272727,2.14,1,4,2,7,2149.39,Loyal but slipping - reactivate
C00958,2026-03-29,2024-05-06,20,49432.450000000004,2,694,36.526315789473685,36.526315789473685,0.05,5,2,2,9,2471.62,New - convert to second purchase
C00800,2026-02-09,2024-07-04,21,49430.79,50,635,31.75,31.75,1.57,2,3,2,7,2353.85,Dormant low value - do not spend
C02585,2026-01-07,2024-04-29,20,49428.35,83,701,36.89473684210526,36.89473684210526,2.25,1,3,2,6,2471.42,Dormant low value - do not spend
C01493,2026-03-24,2024-05-25,24,49420.46,7,675,29.347826086956523,29.347826086956523,0.24,5,4,2,11,2059.19,Steady middle - hold
C02514,2026-01-12,2024-05-11,22,49398.45,78,689,32.80952380952381,32.80952380952381,2.38,1,4,2,7,2245.38,Loyal but slipping - reactivate
C01403,2025-12-19,2024-04-27,18,49336.18,102,703,41.35294117647059,41.35294117647059,2.47,1,2,2,5,2740.9,Dormant low value - do not spend
C00533,2026-02-27,2024-04-02,17,49328.63,32,728,45.5,45.5,0.7,2,1,2,5,2901.68,Dormant low value - do not spend
C01056,2026-02-15,2024-06-26,18,49199.96,44,643,37.8235294117647,37.8235294117647,1.16,2,2,2,6,2733.33,Dormant low value - do not spend
C01607,2026-01-28,2024-04-08,20,49183.9,62,722,38.0,38.0,1.63,1,2,2,5,2459.2,Dormant low value - do not spend
C00687,2026-03-21,2024-06-10,20,49157.57,10,659,34.68421052631579,34.68421052631579,0.29,4,2,2,8,2457.88,New - convert to second purchase
C02527,2026-03-26,2024-06-26,20,49151.41,5,643,33.8421052631579,33.8421052631579,0.15,5,3,1,9,2457.57,Steady middle - hold
C00382,2026-03-26,2024-05-24,18,49150.88,5,676,39.76470588235294,39.76470588235294,0.13,5,2,1,8,2730.6,New - convert to second purchase
C02145,2026-03-08,2024-04-26,20,49128.58,23,704,37.05263157894737,37.05263157894737,0.62,3,3,1,7,2456.43,Steady middle - hold
C00502,2026-03-02,2024-05-13,20,49105.72,29,687,36.1578947368421,36.1578947368421,0.8,3,2,1,6,2455.29,Steady middle - hold
C01779,2026-03-22,2024-04-17,19,49099.15,9,713,39.611111111111114,39.611111111111114,0.23,4,2,1,7,2584.17,New - convert to second purchase
C01802,2026-03-16,2024-05-03,21,49077.03,15,697,34.85,34.85,0.43,4,3,1,8,2337.0,Steady middle - hold
C01342,2026-03-07,2024-04-29,23,49076.479999999996,24,701,31.863636363636363,31.863636363636363,0.75,3,4,1,8,2133.76,Steady middle - hold
C00632,2025-12-02,2024-04-14,22,49022.94,119,716,34.095238095238095,34.095238095238095,3.49,1,3,1,5,2228.32,Dormant low value - do not spend
C01914,2026-01-31,2024-05-08,16,48977.16,59,692,46.13333333333333,46.13333333333333,1.28,1,1,1,3,3061.07,Dormant low value - do not spend
C02185,2026-03-21,2024-10-26,21,48948.97,10,521,26.05,26.05,0.38,4,3,1,8,2330.9,Steady middle - hold
C00122,2026-03-07,2024-05-15,20,48831.2,24,685,36.05263157894737,36.05263157894737,0.67,3,2,1,6,2441.56,Steady middle - hold
C00228,2026-03-03,2024-09-10,19,48773.39,28,567,31.5,31.5,0.89,3,2,1,6,2567.02,Steady middle - hold
C01029,2026-02-15,2024-05-18,18,48644.56,44,682,40.11764705882353,40.11764705882353,1.1,2,2,1,5,2702.48,Dormant low value - do not spend
C01814,2026-02-04,2024-06-08,18,48606.63,55,661,38.88235294117647,38.88235294117647,1.41,2,2,1,5,2700.37,Dormant low value - do not spend
C00621,2026-03-30,2024-07-13,14,48600.52,1,626,48.15384615384615,48.15384615384615,0.02,5,1,1,7,3471.47,New - convert to second purchase
C01653,2026-01-24,2024-04-06,21,48587.78,66,724,36.2,36.2,1.82,1,3,1,5,2313.7,Dormant low value - do not spend
C02120,2026-02-22,2024-05-25,19,48529.64,37,675,37.5,37.5,0.99,2,2,1,5,2554.19,Dormant low value - do not spend
C00806,2026-03-26,2024-04-13,18,48524.32,5,717,42.1764705882353,42.1764705882353,0.12,5,2,1,8,2695.8,New - convert to second purchase
C01570,2026-03-25,2024-05-14,21,48519.81,6,686,34.3,34.3,0.17,5,3,1,9,2310.47,Steady middle - hold
C01706,2026-02-27,2024-04-13,17,48493.95,32,717,44.8125,44.8125,0.71,2,1,1,4,2852.59,Dormant low value - do not spend
C00442,2026-03-16,2024-06-28,21,48478.92,15,641,32.05,32.05,0.47,4,3,1,8,2308.52,Steady middle - hold
C01007,2026-03-13,2024-04-21,23,48321.48,18,709,32.22727272727273,32.22727272727273,0.56,3,4,1,8,2100.93,Steady middle - hold
C01336,2026-03-24,2024-04-14,16,48227.38,7,716,47.733333333333334,47.733333333333334,0.15,5,1,1,7,3014.21,New - convert to second purchase
C01603,2026-03-06,2024-07-16,23,48224.78,25,623,28.318181818181817,28.318181818181817,0.88,3,4,1,8,2096.73,Steady middle - hold
C00526,2026-01-20,2024-04-05,13,48219.58,70,725,60.416666666666664,60.416666666666664,1.16,1,1,1,3,3709.2,Dormant low value - do not spend
C01404,2026-03-30,2024-04-24,21,48186.9,1,706,35.3,35.3,0.03,5,3,1,9,2294.61,Steady middle - hold
C00006,2026-03-15,2024-04-05,17,48164.799999999996,16,725,45.3125,45.3125,0.35,4,1,1,6,2833.22,New - convert to second purchase
C01819,2026-03-23,2024-04-14,24,48123.88,8,716,31.130434782608695,31.130434782608695,0.26,4,4,1,9,2005.16,Steady middle - hold
C01036,2026-01-01,2024-06-15,16,48109.9,89,654,43.6,43.6,2.04,1,1,1,3,3006.87,Dormant low value - do not spend
C00677,2026-02-16,2024-04-03,21,48090.1,43,727,36.35,36.35,1.18,2,3,1,6,2290.0,Dormant low value - do not spend
C02449,2026-03-15,2024-04-12,21,48051.99,16,718,35.9,35.9,0.45,4,3,1,8,2288.19,Steady middle - hold
C01271,2026-01-18,2024-04-02,22,48037.7,72,728,34.666666666666664,34.666666666666664,2.08,1,3,1,5,2183.53,Dormant low value - do not spend
C02128,2026-03-21,2024-04-07,23,47987.35,10,723,32.86363636363637,32.86363636363637,0.3,4,4,1,9,2086.41,Steady middle - hold
